pr_id,repository_name,title_length,description_length,files_changed,lines_added,lines_deleted,time_to_merge,num_commits,is_bug_fix,num_comments,num_reviewers,merge_status,author_experience,author_tenure,author_contributions,review_time,num_approvals,review_sentiment_score,security_issues,code_quality_issues,number_of_line_of_code,average_number_of_lines_of_code,average_cyclomatic_complexity_number,average_token_count,function_count,warning_count,function_rate,number_of_line_of_code_rate
25050,opencv,38,903,2,25,6,176.12166666666667,2,False,2,1,True,3,117.73333333333332,,168.1588888888889,1,0.1833333333333333,"Checking C:\Users\user\AppData\Local\Temp\tmpc2xvv61p.cpp ...

Checking C:\Users\user\AppData\Local\Temp\tmpy_xa03ic.cpp ...
","No major code quality issues found.
No major code quality issues found.",100.0,17.8,2.2,155.8,5.0,0.0,0.0,0.0
25048,opencv,57,163,1,3,1,27.985,1,False,1,1,True,2,11.233333333333333,,6.754722222222222,1,-0.1,,No major code quality issues found.,190.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25044,opencv,19,1566,1,4,5,14.553611111111111,1,False,0,1,True,3,117.66666666666669,,13.646944444444443,1,0.0,,No major code quality issues found.,1618.0,10.6,1.0,96.6,150.0,0.0,0.0,0.0
25036,opencv,75,926,1,4,7,1.9116666666666664,1,False,1,0,True,1607,138.13333333333333,,0.0,0,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmpb8u3qjgy.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpb8u3qjgy.cpp: DEBUG_CHESSBOARD...
Checking C:\Users\user\AppData\Local\Temp\tmpb8u3qjgy.cpp: DEBUG_CHESSBOARD;ENABLE_TRIM_COL_ROW...
Checking C:\Users\user\AppData\Local\Temp\tmpb8u3qjgy.cpp: ENABLE_TRIM_COL_ROW...
",No major code quality issues found.,1689.0,47.5,13.0,345.0,34.0,9.0,0.26,0.67
25035,opencv,27,873,3,15,2,17.85972222222222,3,True,4,1,True,0,90.1,,16.16583333333333,1,-0.065625,"Checking C:\Users\user\AppData\Local\Temp\tmpvsuzhtxv.cpp ...

Checking C:\Users\user\AppData\Local\Temp\tmppknzhv51.cpp ...

Checking C:\Users\user\AppData\Local\Temp\tmp1srcqqds.cpp ...
","No major code quality issues found.
No major code quality issues found.
No major code quality issues found.",182.0,15.6,1.6,115.9,9.0,0.0,0.0,0.0
25030,opencv,55,1109,2,12,7,24.848055555555558,1,True,1,1,True,1607,138.13333333333333,,48.79138888888889,2,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmp6ub8asfc.cpp ...

Checking C:\Users\user\AppData\Local\Temp\tmpoyuk0v27.cpp ...
","No major code quality issues found.
No major code quality issues found.",880.0,40.6,3.0,503.9,21.0,0.0,0.0,0.0
25026,opencv,15,1153,2,68,11,38.501666666666665,8,True,4,2,True,3,117.56666666666666,,83.66527777777777,2,0.625,"Checking C:\Users\user\AppData\Local\Temp\tmp_rnls9u6.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmp_rnls9u6.cpp: HAVE_QUIRC...

Checking C:\Users\user\AppData\Local\Temp\tmpv87fy09m.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpv87fy09m.cpp: UPDATE_QRCODE_TEST_DATA...
","No major code quality issues found.
No major code quality issues found.",587.0,21.8,2.2,191.2,25.0,0.0,0.0,0.0
25015,opencv,62,717,1,3,2,18.881666666666668,1,True,2,1,True,1607,138.06666666666666,,7.376388888888889,1,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmp6ksn5dmq.cpp ...
",No major code quality issues found.,319.0,10.0,3.5,71.0,26.0,1.0,0.04,0.49
25009,opencv,64,942,2,21,1,20.30027777777778,1,False,0,1,True,1607,138.03333333333333,,20.204444444444444,1,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmpkw5v7awg.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpkw5v7awg.cpp: HAVE_QUIRC...

Checking C:\Users\user\AppData\Local\Temp\tmpk9mmosv6.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpk9mmosv6.cpp: UPDATE_QRCODE_TEST_DATA...
","No major code quality issues found.
No major code quality issues found.",587.0,21.8,2.2,191.2,25.0,0.0,0.0,0.0
25008,opencv,16,19,1,1,1,12.319722222222222,1,False,0,1,True,1,20.6,,12.316944444444443,1,0.0,"Run started:2024-08-23 18:35:19.169232

Test results:
	No issues identified.

Code scanned:
	Total lines of code: 224
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
Files skipped (0):
",No major code quality issues found.,224.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24993,opencv,72,904,1,1,1,1.8194444444444444,1,False,0,0,True,1607,138.03333333333333,,0.0,0,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmpcmb8nt1s.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpcmb8nt1s.cpp: HAVE_INF_ENGINE...
Checking C:\Users\user\AppData\Local\Temp\tmpcmb8nt1s.cpp: INF_ENGINE_RELEASE...
",No major code quality issues found.,1259.0,24.5,8.1,215.9,46.0,6.0,0.13,0.29
24992,opencv,47,818,1,2,1,3.553888888888889,1,False,1,1,True,49,93.0,,3.542777777777778,1,-0.2962962962962963,"Checking C:\Users\user\AppData\Local\Temp\tmpp4ojvvhc.cpp ...
",No major code quality issues found.,2949.0,30.9,9.2,266.6,94.0,14.0,0.15,0.36
24987,opencv,21,749,1,3,0,31.29694444444445,2,True,3,3,True,9,85.1,,79.29916666666666,2,0.1388888888888889,"Checking C:\Users\user\AppData\Local\Temp\tmpmemgpi8o.cpp ...
",No major code quality issues found.,658.0,10.1,3.3,107.8,61.0,1.0,0.02,0.09
24985,opencv,34,777,3,5,0,166.57666666666665,4,False,12,2,True,4,4.2,,390.9630555555556,1,-0.4583333333333333,"Checking C:\Users\user\AppData\Local\Temp\tmpdnhmi4_h.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpdnhmi4_h.cpp: BUILD_PLUGIN;HAVE_PROTOBUF...

Checking C:\Users\user\AppData\Local\Temp\tmpomsiz_h_.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpomsiz_h_.cpp: CV_SIMD128...
Checking C:\Users\user\AppData\Local\Temp\tmpomsiz_h_.cpp: HAVE_DNN_NGRAPH...
Checking C:\Users\user\AppData\Local\Temp\tmpomsiz_h_.cpp: HAVE_TIMVX...

Checking C:\Users\user\AppData\Local\Temp\tmphydp3nsc.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmphydp3nsc.cpp: HAVE_FLATBUFFERS...
","No major code quality issues found.
No major code quality issues found.
No major code quality issues found.",968.0,22.1,4.3,223.1,41.0,3.0,0.07,0.17
24977,opencv,18,1066,2,209,8,318.2675,11,False,29,5,True,22,63.9,,4605.293333333333,2,0.0166666666666666,"Checking C:\Users\user\AppData\Local\Temp\tmpmff_1163.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpmff_1163.cpp: HAVE_CANN...
Checking C:\Users\user\AppData\Local\Temp\tmpmff_1163.cpp: HAVE_CUDA...
Checking C:\Users\user\AppData\Local\Temp\tmpmff_1163.cpp: HAVE_DNN_NGRAPH...
Checking C:\Users\user\AppData\Local\Temp\tmpmff_1163.cpp: HAVE_HALIDE...
Checking C:\Users\user\AppData\Local\Temp\tmpmff_1163.cpp: HAVE_INF_ENGINE...
Checking C:\Users\user\AppData\Local\Temp\tmpmff_1163.cpp: HAVE_OPENCL...

Checking C:\Users\user\AppData\Local\Temp\tmpr01h4ish.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpr01h4ish.cpp: HAVE_INF_ENGINE...
Checking C:\Users\user\AppData\Local\Temp\tmpr01h4ish.cpp: INF_ENGINE_RELEASE...
Checking C:\Users\user\AppData\Local\Temp\tmpr01h4ish.cpp: OPENCV_DNN_EXTERNAL_PROTOBUF...
","No major code quality issues found.
No major code quality issues found.",2175.0,20.6,4.3,185.9,99.0,5.0,0.05,0.09
24976,opencv,52,779,1,8,40,99.71638888888889,1,False,0,1,True,49,92.86666666666666,,7.064166666666667,1,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmpqwrn7ify.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpqwrn7ify.cpp: HAVE_TIFF...
Checking C:\Users\user\AppData\Local\Temp\tmpqwrn7ify.cpp: HAVE_TIFF;__ANDROID__...
",No major code quality issues found.,1048.0,33.1,3.5,366.8,29.0,1.0,0.03,0.28
24973,opencv,51,952,1,17,16,1.858055555555556,1,False,0,2,True,1607,137.83333333333334,,1.7341666666666666,2,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmp8b2mqr3j.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmp8b2mqr3j.cpp: INF_ENGINE_RELEASE...
",No major code quality issues found.,359.0,8.4,2.6,65.8,41.0,0.0,0.0,0.0
24968,opencv,65,829,1,31,11,9.841388888888888,1,True,1,1,True,97,97.13333333333334,,9.825555555555557,1,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmp3j4lvceg.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmp3j4lvceg.cpp: HAVE_CANN...
Checking C:\Users\user\AppData\Local\Temp\tmp3j4lvceg.cpp: HAVE_CUDA...
Checking C:\Users\user\AppData\Local\Temp\tmp3j4lvceg.cpp: HAVE_DNN_NGRAPH...
Checking C:\Users\user\AppData\Local\Temp\tmp3j4lvceg.cpp: HAVE_VULKAN...
",No major code quality issues found.,932.0,31.9,10.5,336.8,27.0,7.0,0.26,0.63
24959,opencv,32,1207,3,51,1,,2,False,5,3,False,22,63.766666666666666,,296.71694444444444,0,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmpmsmeg0ai.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpmsmeg0ai.cpp: CV_STRONG_ALIGNMENT;HAVE_PROTOBUF...
Checking C:\Users\user\AppData\Local\Temp\tmpmsmeg0ai.cpp: HAVE_PROTOBUF...
Checking C:\Users\user\AppData\Local\Temp\tmpmsmeg0ai.cpp: HAVE_PROTOBUF;WORDS_BIGENDIAN...

Checking C:\Users\user\AppData\Local\Temp\tmpf94a38ck.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpf94a38ck.cpp: HAVE_PROTOBUF...
Checking C:\Users\user\AppData\Local\Temp\tmpf94a38ck.cpp: HAVE_PROTOBUF;_MSC_VER...
Checking C:\Users\user\AppData\Local\Temp\tmpf94a38ck.cpp: HAVE_PROTOBUF;__GNUC__...

Checking C:\Users\user\AppData\Local\Temp\tmpxl5etmm1.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpxl5etmm1.cpp: HAVE_OPENCL;OPENCV_32BIT_CONFIGURATION...
Checking C:\Users\user\AppData\Local\Temp\tmpxl5etmm1.cpp: HAVE_OPENCL;OPENCV_32BIT_CONFIGURATION;_WIN32...
Checking C:\Users\user\AppData\Local\Temp\tmpxl5etmm1.cpp: INF_ENGINE_RELEASE...
","No major code quality issues found.
No major code quality issues found.
No major code quality issues found.",2461.0,9.0,3.4,57.6,269.0,10.0,0.04,0.17
24956,opencv,39,717,5,32,27,68.32583333333334,2,False,2,2,True,1607,137.7,,48.86138888888889,1,0.0,"Run started:2024-08-23 18:38:28.837150

Test results:
>> Issue: [B404:blacklist] Consider possible security implications associated with the subprocess module.
   Severity: Low   Confidence: High
   CWE: CWE-78 (https://cwe.mitre.org/data/definitions/78.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/blacklists/blacklist_imports.html#b404-import-subprocess
   Location: C:\Users\user\AppData\Local\Temp\tmp9wku5ftg.py:9:0
8	import string
9	import subprocess
10	

--------------------------------------------------
>> Issue: [B603:subprocess_without_shell_equals_true] subprocess call - check for execution of untrusted input.
   Severity: Low   Confidence: High
   CWE: CWE-78 (https://cwe.mitre.org/data/definitions/78.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b603_subprocess_without_shell_equals_true.html
   Location: C:\Users\user\AppData\Local\Temp\tmp9wku5ftg.py:123:4
122	        cmd = cmd + [""--offline""]
123	    subprocess.run(cmd, shell=False, cwd=ANDROID_PROJECT_DIR, check=True)
124	

--------------------------------------------------
>> Issue: [B603:subprocess_without_shell_equals_true] subprocess call - check for execution of untrusted input.
   Severity: Low   Confidence: High
   CWE: CWE-78 (https://cwe.mitre.org/data/definitions/78.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b603_subprocess_without_shell_equals_true.html
   Location: C:\Users\user\AppData\Local\Temp\tmp9wku5ftg.py:152:4
151	        cmd = cmd + [""--offline""]
152	    subprocess.run(cmd, shell=False, cwd=ANDROID_PROJECT_DIR, check=True)
153	

--------------------------------------------------
>> Issue: [B603:subprocess_without_shell_equals_true] subprocess call - check for execution of untrusted input.
   Severity: Low   Confidence: High
   CWE: CWE-78 (https://cwe.mitre.org/data/definitions/78.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b603_subprocess_without_shell_equals_true.html
   Location: C:\Users\user\AppData\Local\Temp\tmp9wku5ftg.py:162:4
161	        cmd = cmd + [""--offline""]
162	    subprocess.run(cmd, shell=False, cwd=ANDROID_PROJECT_DIR, check=True)
163	

--------------------------------------------------

Code scanned:
	Total lines of code: 143
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 4
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 4
Files skipped (0):

Run started:2024-08-23 18:38:33.569869

Test results:
>> Issue: [B404:blacklist] Consider possible security implications associated with the subprocess module.
   Severity: Low   Confidence: High
   CWE: CWE-78 (https://cwe.mitre.org/data/definitions/78.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/blacklists/blacklist_imports.html#b404-import-subprocess
   Location: C:\Users\user\AppData\Local\Temp\tmp7tpusfr4.py:8:0
7	import shutil
8	import subprocess
9	

--------------------------------------------------
>> Issue: [B603:subprocess_without_shell_equals_true] subprocess call - check for execution of untrusted input.
   Severity: Low   Confidence: High
   CWE: CWE-78 (https://cwe.mitre.org/data/definitions/78.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b603_subprocess_without_shell_equals_true.html
   Location: C:\Users\user\AppData\Local\Temp\tmp7tpusfr4.py:154:4
153	    # Running gradle to build the Android project
154	    subprocess.run(cmd, shell=False, cwd=ANDROID_PROJECT_DIR, check=True)
155	

--------------------------------------------------
>> Issue: [B603:subprocess_without_shell_equals_true] subprocess call - check for execution of untrusted input.
   Severity: Low   Confidence: High
   CWE: CWE-78 (https://cwe.mitre.org/data/definitions/78.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b603_subprocess_without_shell_equals_true.html
   Location: C:\Users\user\AppData\Local\Temp\tmp7tpusfr4.py:223:4
222	        cmd = cmd + [""--offline""]
223	    subprocess.run(cmd, shell=False, cwd=ANDROID_PROJECT_DIR, check=True)
224	

--------------------------------------------------
>> Issue: [B603:subprocess_without_shell_equals_true] subprocess call - check for execution of untrusted input.
   Severity: Low   Confidence: High
   CWE: CWE-78 (https://cwe.mitre.org/data/definitions/78.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b603_subprocess_without_shell_equals_true.html
   Location: C:\Users\user\AppData\Local\Temp\tmp7tpusfr4.py:233:4
232	        cmd = cmd + [""--offline""]
233	    subprocess.run(cmd, shell=False, cwd=ANDROID_PROJECT_DIR, check=True)
234	

--------------------------------------------------

Code scanned:
	Total lines of code: 201
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 4
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 4
Files skipped (0):
","No major code quality issues found.
No major code quality issues found.
No major code quality issues found.
No major code quality issues found.
No major code quality issues found.",188.0,22.7,6.3,224.1,7.0,0.0,0.0,0.0
24953,opencv,62,1618,1,82,14,,1,False,1,0,False,0,12.3,,0.0,0,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmpz04y3ua0.cpp ...
",No major code quality issues found.,384.0,42.3,6.8,426.8,9.0,1.0,0.11,0.46
24948,opencv,62,1555,1,1,1,,1,False,1,0,False,0,12.266666666666667,,0.0,0,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmprdy8eog0.cpp ...
",No major code quality issues found.,345.0,11.6,2.3,110.1,25.0,0.0,0.0,0.0
24945,opencv,38,1601,1,0,4,2.328611111111111,1,False,0,1,True,1607,137.6,,1.7708333333333333,1,0.0,,No major code quality issues found.,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24942,opencv,35,925,1,1,1,15.474166666666669,1,False,1,1,True,1607,137.6,,6.466111111111111,1,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmpyokb9qom.cpp ...
",No major code quality issues found.,674.0,24.5,3.3,264.8,26.0,0.0,0.0,0.0
24938,opencv,40,1588,2,301,31,2064.771388888889,8,False,111,3,True,1,55.66666666666666,,38844.68666666667,2,0.5375,"Checking C:\Users\user\AppData\Local\Temp\tmpm_1py7bd.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpm_1py7bd.cpp: HAVE_INF_ENGINE...
Checking C:\Users\user\AppData\Local\Temp\tmpm_1py7bd.cpp: HAVE_INF_ENGINE;HAVE_TBB...
Checking C:\Users\user\AppData\Local\Temp\tmpm_1py7bd.cpp: HAVE_INF_ENGINE;_WIN32;__APPLE__...

Checking C:\Users\user\AppData\Local\Temp\tmphbyihsz1.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmphbyihsz1.cpp: HAVE_INF_ENGINE...
","No major code quality issues found.
No major code quality issues found.",739.0,9.3,1.2,93.1,64.0,0.0,0.0,0.0
24935,opencv,49,792,1,215,0,,1,False,6,2,False,4,3.8,,293.8877777777778,0,0.0375,"Checking C:\Users\user\AppData\Local\Temp\tmp_dgan9af.cpp ...
",No major code quality issues found.,507.0,27.2,7.1,221.8,18.0,1.0,0.06,0.58
24933,opencv,20,884,2,34,2,,2,True,4,1,False,1,159.83333333333334,,25.40805555555556,0,0.2,"Checking C:\Users\user\AppData\Local\Temp\tmpra2k2tic.cpp ...

Checking C:\Users\user\AppData\Local\Temp\tmpsdodjqqc.cpp ...
","No major code quality issues found.
No major code quality issues found.",391.0,31.9,4.3,433.8,12.0,0.0,0.0,0.0
24922,opencv,55,782,1,4,2,42.49055555555555,1,False,3,2,True,1607,137.43333333333334,,69.46444444444444,1,0.0,"Run started:2024-08-23 18:40:29.729733

Test results:
>> Issue: [B404:blacklist] Consider possible security implications associated with the subprocess module.
   Severity: Low   Confidence: High
   CWE: CWE-78 (https://cwe.mitre.org/data/definitions/78.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/blacklists/blacklist_imports.html#b404-import-subprocess
   Location: C:\Users\user\AppData\Local\Temp\tmpyq7jehv_.py:8:0
7	import shutil
8	import subprocess
9	

--------------------------------------------------
>> Issue: [B603:subprocess_without_shell_equals_true] subprocess call - check for execution of untrusted input.
   Severity: Low   Confidence: High
   CWE: CWE-78 (https://cwe.mitre.org/data/definitions/78.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b603_subprocess_without_shell_equals_true.html
   Location: C:\Users\user\AppData\Local\Temp\tmpyq7jehv_.py:154:4
153	    # Running gradle to build the Android project
154	    subprocess.run(cmd, shell=False, cwd=ANDROID_PROJECT_DIR, check=True)
155	

--------------------------------------------------
>> Issue: [B603:subprocess_without_shell_equals_true] subprocess call - check for execution of untrusted input.
   Severity: Low   Confidence: High
   CWE: CWE-78 (https://cwe.mitre.org/data/definitions/78.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b603_subprocess_without_shell_equals_true.html
   Location: C:\Users\user\AppData\Local\Temp\tmpyq7jehv_.py:223:4
222	        cmd = cmd + [""--offline""]
223	    subprocess.run(cmd, shell=False, cwd=ANDROID_PROJECT_DIR, check=True)
224	

--------------------------------------------------
>> Issue: [B603:subprocess_without_shell_equals_true] subprocess call - check for execution of untrusted input.
   Severity: Low   Confidence: High
   CWE: CWE-78 (https://cwe.mitre.org/data/definitions/78.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b603_subprocess_without_shell_equals_true.html
   Location: C:\Users\user\AppData\Local\Temp\tmpyq7jehv_.py:233:4
232	        cmd = cmd + [""--offline""]
233	    subprocess.run(cmd, shell=False, cwd=ANDROID_PROJECT_DIR, check=True)
234	

--------------------------------------------------

Code scanned:
	Total lines of code: 201
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 4
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 4
Files skipped (0):
",No major code quality issues found.,188.0,22.7,6.3,224.1,7.0,0.0,0.0,0.0
24913,opencv,38,935,1,43,26,143.15,6,False,26,3,True,1,42.43333333333333,,1600.2419444444445,2,-0.51875,"Run started:2024-08-23 18:40:49.239032

Test results:
	No issues identified.

Code scanned:
	Total lines of code: 98
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 0
Files skipped (0):
",No major code quality issues found.,102.0,12.7,1.7,146.7,3.0,0.0,0.0,0.0
24906,opencv,42,820,2,3,3,14.194166666666666,1,False,0,1,True,22,63.333333333333336,,14.188611111111111,1,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmpmvwcpotx.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpmvwcpotx.cpp: HAVE_DNN_NGRAPH...

Checking C:\Users\user\AppData\Local\Temp\tmpl9lwjcxo.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpl9lwjcxo.cpp: HAVE_OPENCL;OPENCV_32BIT_CONFIGURATION...
Checking C:\Users\user\AppData\Local\Temp\tmpl9lwjcxo.cpp: HAVE_OPENCL;OPENCV_32BIT_CONFIGURATION;_WIN32...
Checking C:\Users\user\AppData\Local\Temp\tmpl9lwjcxo.cpp: INF_ENGINE_RELEASE...
","No major code quality issues found.
No major code quality issues found.",2461.0,9.0,3.4,57.6,269.0,10.0,0.04,0.17
24904,opencv,41,775,6,24,6,,1,False,1,1,False,1607,137.33333333333334,,5.4875,0,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmpwmiubwng.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpwmiubwng.cpp: CV_ENABLE_UNROLLED...
Checking C:\Users\user\AppData\Local\Temp\tmpwmiubwng.cpp: HAVE_OPENCL...

Checking C:\Users\user\AppData\Local\Temp\tmpzs4b2jwl.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpzs4b2jwl.cpp: HAVE_IPP...
Checking C:\Users\user\AppData\Local\Temp\tmpzs4b2jwl.cpp: HAVE_IPP;HAVE_OPENCL...
Checking C:\Users\user\AppData\Local\Temp\tmpzs4b2jwl.cpp: HAVE_OPENCL...

Checking C:\Users\user\AppData\Local\Temp\tmp47i0vbef.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmp47i0vbef.cpp: CV_AVX2...
Checking C:\Users\user\AppData\Local\Temp\tmp47i0vbef.cpp: HAVE_IPP...
Checking C:\Users\user\AppData\Local\Temp\tmp47i0vbef.cpp: HAVE_OPENCL...
Checking C:\Users\user\AppData\Local\Temp\tmp47i0vbef.cpp: __EMSCRIPTEN__...

Checking C:\Users\user\AppData\Local\Temp\tmpiiwar4x1.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpiiwar4x1.cpp: CV_ENABLE_UNROLLED...
Checking C:\Users\user\AppData\Local\Temp\tmpiiwar4x1.cpp: HAVE_IPP...
Checking C:\Users\user\AppData\Local\Temp\tmpiiwar4x1.cpp: HAVE_OPENCL...

Checking C:\Users\user\AppData\Local\Temp\tmp8os75_tm.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmp8os75_tm.cpp: HAVE_IPP...
Checking C:\Users\user\AppData\Local\Temp\tmp8os75_tm.cpp: HAVE_IPP;_WIN32;_WIN64...
Checking C:\Users\user\AppData\Local\Temp\tmp8os75_tm.cpp: HAVE_OPENCL...
Checking C:\Users\user\AppData\Local\Temp\tmp8os75_tm.cpp: HAVE_OPENVX...

Checking C:\Users\user\AppData\Local\Temp\tmpg8omlyg6.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpg8omlyg6.cpp: HAVE_IPP...
Checking C:\Users\user\AppData\Local\Temp\tmpg8omlyg6.cpp: HAVE_IPP;HAVE_OPENCL...
Checking C:\Users\user\AppData\Local\Temp\tmpg8omlyg6.cpp: HAVE_OPENCL...
","No major code quality issues found.
No major code quality issues found.
No major code quality issues found.
No major code quality issues found.
No major code quality issues found.
No major code quality issues found.",195.0,46.5,18.5,429.8,4.0,2.0,0.5,0.68
24899,opencv,79,834,1,10,1,21.282222222222224,1,False,0,1,True,1607,137.3,,6.631111111111111,1,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmplfhsdknz.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmplfhsdknz.cpp: HAVE_INF_ENGINE...
Checking C:\Users\user\AppData\Local\Temp\tmplfhsdknz.cpp: INF_ENGINE_RELEASE...
",No major code quality issues found.,1259.0,24.5,8.1,215.9,46.0,6.0,0.13,0.29
24889,opencv,30,669,1,77,0,,1,False,5,0,False,4,3.466666666666667,,0.0,0,-0.0136363636363636,"Checking C:\Users\user\AppData\Local\Temp\tmpglw3i32a.cpp ...
",No major code quality issues found.,507.0,27.2,7.1,221.8,18.0,1.0,0.06,0.58
24881,opencv,60,806,1,53,18,,3,False,9,0,False,3,75.1,,0.0,0,1.4961111111111112,"Checking C:\Users\user\AppData\Local\Temp\tmpjk8t4tnh.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpjk8t4tnh.cpp: DEBUG_CIRCLES...
Checking C:\Users\user\AppData\Local\Temp\tmpjk8t4tnh.cpp: DEBUG_CIRCLES;HAVE_OPENCV_FLANN...
Checking C:\Users\user\AppData\Local\Temp\tmpjk8t4tnh.cpp: DEBUG_CIRCLES;HAVE_OPENCV_HIGHGUI...
Checking C:\Users\user\AppData\Local\Temp\tmpjk8t4tnh.cpp: HAVE_OPENCV_FLANN...
",No major code quality issues found.,1348.0,24.7,5.4,210.0,54.0,3.0,0.06,0.16
24880,opencv,42,838,2,10,0,2.915833333333333,1,True,0,1,True,97,96.5,,2.913055555555556,1,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmpjdcejjhz.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpjdcejjhz.cpp: HAVE_DNN_NGRAPH...

Checking C:\Users\user\AppData\Local\Temp\tmplikm3n0g.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmplikm3n0g.cpp: HAVE_DNN_NGRAPH...
","No major code quality issues found.
No major code quality issues found.",203.0,19.8,3.4,177.9,9.0,0.0,0.0,0.0
